[[ 6.87809934e-01]
 [ 8.95850384e-02]
 [-3.07656234e-02]
 [ 3.09565035e-01]
 [ 4.44072587e-02]
 [ 6.37129831e-01]
 [ 2.28982440e-01]
 [ 4.53947768e-01]
 [ 2.67634988e-01]
 [ 1.59897195e-01]
 [ 3.07583149e-01]
 [ 3.33002961e-01]
 [ 2.89279371e-01]
 [ 4.09779664e-01]
 [ 4.86965566e-01]
 [ 7.04073632e-01]
 [ 5.50868952e-01]
 [ 5.41491511e-01]
 [ 2.36832393e-01]
 [ 1.23853821e-01]
 [-3.75325092e-02]
 [ 4.68473198e-01]
 [ 5.10807952e-01]
 [ 4.16689556e-02]
 [ 4.33657133e-01]
 [ 1.83325500e-01]
 [ 9.95999441e-02]
 [ 4.33890303e-01]
 [ 2.71035946e-01]
 [ 2.79525933e-01]
 [ 4.18818759e-02]
 [ 2.21444906e-02]
 [-2.64290768e-02]
 [ 3.62048017e-01]
 [ 1.02075421e-01]
 [ 6.69919496e-02]
 [ 3.85626042e-01]
 [ 4.91745738e-01]
 [ 9.88447787e-02]
 [ 2.66441297e-01]
 [ 7.54680248e-01]
 [ 6.53793659e-01]
 [ 3.47720271e-03]
 [ 6.46030202e-02]
 [ 4.76603488e-01]
 [ 2.19686261e-01]
 [ 3.47718178e-01]
 [ 2.47131263e-01]
 [ 2.85334796e-01]
 [ 4.47227167e-01]
 [ 2.98854456e-01]
 [ 4.16070048e-01]
 [ 8.54991568e-02]
 [-1.61483512e-01]
 [-1.74808937e-01]
 [ 5.81702606e-02]
 [ 1.13643591e-03]
 [ 3.51708380e-01]
 [ 4.63576901e-01]
 [ 1.48581464e-01]
 [-2.48846913e-01]
 [ 6.44803828e-01]
 [ 7.54680248e-01]
 [ 3.42494599e-01]
 [ 4.86665049e-01]
 [-2.61705120e-01]
 [-3.05636047e-02]
 [-7.24058488e-02]
 [ 4.73834146e-01]
 [ 2.38741726e-01]
 [ 9.37702042e-03]
 [ 5.53031967e-02]
 [ 3.96169702e-01]
 [-2.32663956e-01]
 [ 3.70526413e-01]
 [-5.06008869e-02]
 [-5.82551089e-02]
 [-1.95309098e-02]
 [ 2.86542077e-01]
 [-8.50812315e-03]
 [ 1.09768018e-01]
 [ 5.34155322e-01]
 [ 4.68719461e-01]
 [ 2.76531481e-01]
 [ 5.15160753e-01]
 [-1.58187393e-03]
 [ 2.98068952e-01]
 [ 1.77492838e-01]
 [ 3.15672033e-01]
 [ 2.49581326e-01]
 [ 5.08418327e-02]
 [ 8.46330449e-02]
 [ 3.02182399e-01]
 [ 2.75322211e-01]
 [ 1.67887711e-01]
 [-4.66680747e-01]
 [ 4.61327457e-01]
 [ 7.33044783e-01]
 [ 5.85146358e-01]
 [ 4.75048234e-01]
 [ 1.32994261e-01]
 [ 8.52570765e-03]
 [ 4.42760711e-01]
 [ 4.44003966e-01]
 [ 1.24508535e-01]
 [-1.11321530e-02]
 [-8.53482461e-02]
 [-4.09025814e-01]
 [-4.09025814e-01]
 [ 8.28555372e-02]
 [ 3.19231664e-02]
 [ 5.11980617e-01]
 [ 1.13643591e-03]
 [-2.93595510e-01]
 [ 2.33857400e-01]
 [ 7.98378325e-01]
 [ 6.30074323e-01]
 [ 4.67669164e-01]
 [ 6.60215039e-01]
 [ 6.68759703e-01]
 [ 4.87075113e-01]
 [ 2.46703876e-01]
 [ 5.29998035e-01]
 [ 6.83111479e-01]
 [ 9.16797472e-02]
 [ 4.96209238e-01]
 [-1.73479156e-04]
 [ 2.29296206e-01]
 [ 5.06069465e-01]
 [ 7.53694641e-02]
 [-3.03434380e-03]
 [ 2.36201399e-01]
 [ 4.77477612e-01]
 [ 1.93444800e-01]
 [ 4.82285978e-01]
 [ 6.80052418e-02]
 [ 2.95254288e-01]
 [ 4.23679794e-01]
 [ 7.17993326e-01]
 [-2.03703880e-01]
 [ 1.99701866e-01]
 [-1.01693223e-02]
 [ 6.96205300e-01]
 [ 4.30042936e-01]
 [ 4.81618244e-01]
 [-1.77398424e-02]
 [ 4.56846101e-02]
 [ 5.54189051e-02]
 [ 3.24082819e-01]
 [ 4.25835314e-02]
 [ 4.58337838e-01]
 [-2.62821063e-03]
 [ 1.08518035e-01]
 [ 8.88532036e-02]
 [-1.68108510e-01]
 [ 2.13430403e-01]
 [-1.86830545e-01]
 [-2.17838042e-02]
 [ 2.34107313e-01]
 [-1.45463084e-01]
 [ 3.24743239e-01]
 [ 1.40208026e-02]
 [-3.27618986e-02]
 [ 1.98832708e-01]
 [ 4.58433227e-01]
 [ 5.21498946e-01]
 [ 2.67109230e-01]
 [ 5.84784330e-01]
 [ 9.77783537e-02]
 [-2.60878447e-01]
 [ 2.57325138e-01]
 [ 7.37318725e-01]
 [ 3.95010028e-01]
 [ 3.87422232e-01]
 [ 2.68485353e-01]
 [ 2.16155371e-01]
 [ 5.34339116e-01]
 [-8.89495479e-02]
 [ 6.61098766e-01]
 [ 4.90955801e-01]
 [ 5.09170559e-02]
 [-1.94194609e-02]
 [ 6.45397885e-01]
 [ 1.45125519e-01]
 [ 4.09303754e-01]
 [ 5.92298189e-02]
 [ 8.38832305e-01]
 [ 5.25629486e-01]
 [ 1.01978115e-01]
 [ 2.28525909e-01]
 [ 4.80159465e-01]
 [ 9.50983790e-02]
 [ 2.72257410e-02]
 [ 1.29176810e-01]
 [ 3.75129197e-02]
 [ 2.14251049e-01]
 [ 2.08924395e-01]
 [ 4.12954464e-01]
 [-1.09393779e-02]
 [-6.01545870e-02]
 [ 3.24511826e-03]
 [ 6.00533684e-02]
 [ 2.56416046e-01]
 [ 2.85082663e-01]
 [ 7.50208009e-02]
 [ 7.72466011e-01]
 [ 2.33768395e-01]
 [ 1.03753191e-01]
 [ 5.37313276e-02]
 [ 3.36019850e-01]
 [-2.64290768e-02]
 [ 4.25835314e-02]
 [ 5.13609466e-01]
 [ 2.70428253e-01]
 [ 4.08820253e-01]
 [ 1.77308826e-01]
 [-6.87151027e-02]
 [-1.37178002e-01]
 [-1.59317621e-01]
 [-2.22372068e-01]
 [ 7.04272161e-01]
 [ 8.45179384e-02]
 [ 4.02533513e-01]
 [ 2.41545398e-01]
 [-9.39830559e-02]
 [ 6.90042733e-01]
 [ 4.30990402e-01]
 [ 6.35143502e-01]
 [ 4.80417735e-01]
 [ 5.19538876e-01]
 [ 5.40703347e-01]
 [ 4.66045074e-01]
 [-1.88800803e-01]
 [ 1.28671363e-01]
 [ 1.55034908e-02]
 [ 8.44200324e-02]
 [ 3.54327939e-02]
 [ 2.39053922e-01]
 [ 4.34734035e-01]
 [ 3.13934291e-01]
 [ 3.80009434e-01]
 [ 1.80740822e-01]
 [ 2.64448655e-01]
 [ 3.49493568e-01]
 [ 6.39358758e-02]
 [ 3.72235008e-01]
 [ 1.72073805e-01]
 [ 3.49785544e-01]
 [ 3.97605164e-01]
 [ 2.00898808e-01]
 [ 2.09509223e-01]
 [ 1.82184653e-01]
 [ 4.66533657e-01]
 [ 5.26139952e-01]
 [ 1.68909375e-01]
 [ 3.55284110e-02]
 [ 5.68386186e-01]
 [ 2.84721104e-01]
 [ 6.27525952e-01]
 [-8.56003135e-02]
 [ 7.57202098e-01]
 [ 3.50596508e-02]
 [ 6.35129231e-01]
 [ 6.42366387e-01]
 [ 1.30948535e-01]
 [ 4.47185787e-01]
 [ 2.50367051e-01]
 [ 1.10679147e-01]
 [ 1.42053228e-02]
 [ 1.72673973e-01]
 [ 4.29393751e-01]
 [ 1.64495314e-02]
 [ 1.74110980e-01]
 [ 1.80740822e-01]
 [ 4.10777247e-02]
 [ 2.50367051e-01]
 [-6.54635568e-02]
 [ 6.86598269e-01]
 [ 2.54473515e-01]
 [ 3.98372806e-01]
 [ 1.91579192e-01]
 [ 1.25953208e-01]
 [ 3.09711733e-01]
 [ 4.95763147e-02]
 [ 3.97466025e-01]
 [ 1.02367570e-01]
 [ 4.52726939e-01]
 [-8.28076331e-01]
 [ 6.60675533e-01]
 [ 4.26068225e-01]
 [ 1.72889668e-01]
 [ 3.31974707e-01]
 [ 6.37405210e-01]
 [ 7.68748471e-01]
 [ 1.35567532e-01]
 [ 8.38104900e-01]
 [ 5.43843492e-01]
 [-7.49177488e-02]
 [ 7.99031212e-02]
 [ 4.95748931e-01]
 [ 3.05250294e-01]
 [-1.17306632e-01]
 [ 1.60416630e-01]
 [-3.87751013e-02]
 [ 8.56228426e-02]
 [ 8.97086223e-01]
 [ 8.97086223e-01]
 [ 9.09218311e-01]
 [ 1.59335351e-01]
 [ 5.55348689e-01]
 [ 3.52712854e-01]
 [ 4.44072579e-01]
 [ 2.67969165e-01]
 [ 4.94100000e-02]
 [ 6.06104300e-01]
 [ 3.57183254e-01]
 [ 4.24204150e-01]
 [ 7.62089898e-01]
 [-1.52802188e-01]
 [ 3.39695155e-02]
 [ 4.20418567e-01]
 [ 3.62558423e-01]
 [ 6.03883236e-01]
 [ 5.68937977e-01]
 [-6.22962696e-03]
 [ 4.87340590e-01]
 [ 4.20611501e-01]
 [ 4.15860340e-01]
 [-2.20974058e-01]
 [ 7.40591088e-02]
 [ 6.53602124e-01]
 [ 6.11459806e-01]
 [-5.59315794e-02]
 [ 5.93664713e-01]
 [ 4.42203080e-01]
 [ 4.42203080e-01]
 [-7.83413735e-02]
 [ 2.95393650e-01]
 [ 2.50855768e-02]
 [ 1.14287511e-01]
 [ 8.51917877e-01]
 [-1.61270842e-02]
 [-6.84513629e-02]
 [ 4.55178230e-01]
 [ 4.94019007e-01]
 [ 1.84505692e-01]
 [ 8.39497345e-01]
 [ 1.55053980e-01]
 [ 4.08236089e-01]
 [-5.14611077e-02]
 [-5.31180116e-02]
 [ 5.62461498e-02]
 [ 4.04167488e-01]
 [ 8.57170450e-02]
 [ 1.60358279e-01]
 [ 4.74394431e-02]
 [ 2.97097920e-01]
 [-1.32200671e-01]
 [ 1.91382758e-01]
 [ 1.80842025e-01]
 [ 4.45595938e-01]
 [ 5.19066614e-01]
 [ 3.48384866e-01]
 [ 2.32599388e-01]
 [ 4.33693079e-01]
 [ 2.61514157e-01]
 [ 5.35017015e-02]
 [ 2.08933743e-01]
 [ 1.20583603e-01]
 [ 4.78521110e-01]
 [ 2.37229819e-01]
 [ 1.25719648e+00]
 [ 4.14199277e-02]
 [-7.82573670e-02]
 [ 5.19561926e-02]
 [ 5.50314079e-01]
 [ 4.63350180e-01]
 [ 1.06979758e-01]
 [ 7.39112368e-02]
 [ 3.31009430e-01]
 [ 4.45774657e-01]
 [ 2.17931455e-01]
 [ 1.98950423e-01]
 [ 3.22464753e-01]
 [ 2.26037465e-01]
 [ 4.06299360e-01]
 [ 1.21124871e-01]
 [ 7.92360269e-01]
 [ 6.07980773e-01]
 [-1.34530442e-03]
 [ 2.25429057e-01]
 [ 2.45367053e-01]
 [ 3.95629686e-01]
 [ 6.25671567e-01]
 [ 6.09100401e-01]
 [ 7.13717384e-02]
 [ 4.29747524e-01]
 [-1.88931387e-01]
 [ 2.20227989e-01]
 [-1.53240071e-01]
 [ 8.39280699e-02]
 [ 2.15005979e-01]
 [ 4.84848865e-01]
 [ 9.03976034e-02]
 [ 5.26916754e-02]
 [ 3.55815184e-01]
 [ 2.96801358e-01]
 [ 3.34878188e-01]
 [ 1.25439607e-01]
 [ 3.69541466e-01]
 [ 5.33352718e-01]
 [ 2.53654093e-01]
 [ 4.29660026e-01]
 [ 1.48629320e-01]
 [ 5.72237633e-02]
 [ 5.37559476e-01]
 [ 4.29645214e-01]
 [ 4.53134869e-01]
 [ 9.55574461e-02]
 [ 2.95960452e-01]
 [ 4.23856833e-01]
 [ 1.48985199e-01]
 [ 7.55906309e-01]
 [ 6.47104883e-01]
 [ 7.03046504e-01]
 [ 1.14419224e-01]
 [-2.47089367e-01]
 [ 3.36716219e-02]
 [-1.50469640e-04]
 [ 3.45765877e-01]
 [ 1.32035847e-01]
 [ 3.65939166e-02]
 [ 5.82061857e-01]
 [ 6.03009227e-01]
 [-1.05853054e-01]
 [ 2.91691558e-01]
 [ 4.76264842e-02]
 [ 1.30783105e-01]
 [ 2.40091482e-01]
 [ 1.07342962e-01]
 [ 1.50169655e-01]
 [ 1.13643591e-03]
 [ 2.54363975e-01]
 [ 8.20277783e-02]
 [ 1.61122176e-01]
 [ 3.62696448e-01]
 [ 6.79213076e-01]
 [ 6.30388829e-01]
 [ 3.84377099e-01]
 [ 4.45589526e-01]
 [-4.51874374e-02]
 [ 5.06719186e-01]
 [-9.73780297e-02]
 [-5.27342405e-03]
 [ 1.94051485e-01]
 [ 4.49625448e-01]
 [ 4.55141998e-01]
 [ 1.60587755e-01]
 [ 4.22281763e-01]
 [ 1.07859257e-01]
 [ 9.68538553e-02]
 [ 2.53030059e-02]
 [ 6.64861587e-01]
 [ 7.04847493e-01]
 [ 4.36696394e-01]
 [ 6.93996586e-01]
 [ 5.21227854e-01]
 [-1.20787442e-01]
 [-1.81853270e-01]
 [-1.72078340e-01]
 [ 3.68486276e-01]
 [-9.18414464e-02]
 [ 1.30765099e-01]
 [ 8.41912821e-02]
 [-1.52825808e-01]
 [ 8.41912821e-02]
 [-5.13054784e-01]
 [ 8.41912821e-02]
 [ 3.78046386e-02]
 [ 4.69225763e-01]
 [ 2.55486125e-01]
 [ 5.52253208e-01]
 [-1.52830547e-01]
 [ 3.05621608e-01]
 [ 3.98372806e-01]
 [ 2.54473515e-01]
 [ 3.98372806e-01]
 [ 1.91579192e-01]
 [ 1.25953208e-01]
 [ 3.09711733e-01]
 [ 4.95763147e-02]
 [ 1.35567532e-01]
 [ 3.42494599e-01]
 [-2.61705120e-01]
 [-3.05636047e-02]
 [-7.24058488e-02]
 [ 2.38741726e-01]
 [ 4.74902995e-01]
 [ 4.85199856e-01]
 [ 7.78375930e-02]
 [ 3.05250294e-01]
 [ 2.03600606e-01]
 [ 5.40611472e-01]
 [ 1.25025662e-01]
 [ 6.42885777e-01]
 [ 4.49286659e-02]
 [ 5.99556442e-01]
 [ 3.60222164e-01]
 [ 7.66895378e-02]
 [ 6.61728636e-01]
 [ 3.82235269e-01]
 [ 3.07956734e-02]
 [ 5.41113404e-01]
 [ 4.27932852e-01]
 [-2.33456082e-02]
 [ 1.07751088e-01]
 [ 1.10185997e-01]
 [ 5.57154963e-01]
 [ 4.22480040e-01]
 [ 4.81231310e-01]
 [-9.75998311e-02]
 [ 4.70930433e-01]
 [ 6.57690867e-03]
 [ 2.53090206e-01]
 [ 4.04679265e-01]
 [ 1.93093929e-01]
 [ 5.81415284e-01]
 [ 3.41264226e-01]
 [ 1.13643591e-03]
 [ 8.38676016e-02]
 [ 5.84551533e-01]
 [ 5.88196675e-01]
 [ 5.91653673e-01]
 [ 4.36575418e-01]
 [ 3.19602873e-01]
 [ 2.93720477e-01]
 [ 3.10265289e-01]
 [ 6.64204835e-01]
 [ 1.85290934e-04]
 [ 5.62274946e-01]
 [ 4.97780081e-01]
 [ 2.83159648e-01]
 [-6.05796469e-02]
 [ 2.07107416e-01]
 [-1.74133805e-01]
 [ 2.89136825e-01]
 [ 4.72493665e-01]
 [ 2.47570738e-01]
 [ 3.65128645e-01]
 [ 2.92917099e-01]
 [ 4.97780790e-01]
 [ 1.26896828e-01]
 [-1.31284986e-01]
 [ 5.56126906e-01]
 [ 5.05490912e-01]
 [ 2.74790795e-01]
 [ 3.15461874e-01]
 [ 7.43741003e-02]
 [-7.49177488e-02]
 [ 4.17181014e-01]
 [-1.70963813e-01]
 [-4.65758613e-02]
 [ 9.14114274e-02]
 [ 1.01664346e-01]
 [-1.38380503e-01]
 [-8.58968008e-02]
 [ 1.05930679e-01]
 [ 6.81475851e-01]
 [-2.64292244e-02]
 [ 1.13643591e-03]
 [ 2.23212425e-01]
 [ 4.58359089e-02]
 [-2.22115867e-01]
 [ 5.75647891e-02]
 [ 6.71207378e-01]
 [ 3.72809183e-02]
 [ 4.89849827e-01]
 [ 1.35674351e-01]
 [ 2.82710715e-01]
 [ 3.50647986e-01]
 [ 4.00451699e-01]
 [ 3.98372806e-01]
 [ 2.28301889e-01]
 [ 2.11927501e-01]
 [ 5.20236418e-01]
 [ 5.12571824e-01]
 [-3.56874774e-02]
 [ 4.07650220e-01]
 [ 1.20153049e-01]
 [-9.79846251e-02]
 [ 7.54730615e-02]
 [ 5.65906822e-01]
 [ 9.83286589e-03]
 [ 4.68698034e-02]
 [ 4.35080474e-01]
 [ 1.09908772e-01]
 [ 7.56092520e-02]
 [ 2.17935702e-02]
 [ 1.44451024e-01]
 [ 2.56549746e-01]
 [ 2.45899376e-01]
 [ 2.30007379e-02]
 [-2.51177995e-02]
 [-1.36845716e-06]
 [ 4.59524000e-01]
 [ 2.41223493e-01]
 [ 1.70650827e-01]
 [ 1.09007676e-01]
 [ 1.93010980e-01]
 [ 9.58770461e-03]
 [ 4.71873067e-01]
 [ 4.22654271e-01]
 [ 2.02871526e-01]
 [ 3.77992026e-01]
 [ 7.80536004e-01]
 [-6.95110642e-02]
 [ 6.10652629e-01]
 [ 1.04962113e-01]
 [ 3.68937603e-01]
 [ 4.87500813e-01]
 [ 2.95647931e-01]
 [ 2.28301889e-01]
 [-1.04288033e-01]
 [ 1.17209921e-01]
 [ 3.79595746e-01]
 [-3.45115140e-02]
 [-2.64568818e-02]
 [ 1.40409829e-01]
 [ 7.90522319e-02]
 [ 1.85116130e-01]
 [ 2.30528184e-01]
 [ 3.72809183e-02]
 [ 5.57793756e-01]
 [ 9.94741858e-02]
 [ 4.10584138e-01]
 [ 6.28999813e-01]
 [ 1.58473393e-01]
 [-1.31523716e-01]
 [ 3.85896520e-01]
 [ 7.08779250e-01]
 [ 1.78272702e-01]
 [ 6.21302049e-01]
 [ 6.21302049e-01]
 [ 6.21302049e-01]
 [ 5.38891054e-01]
 [ 2.45119735e-01]
 [ 2.28533250e-01]
 [ 1.04455331e-01]
 [ 1.55679746e-01]
 [ 1.75829266e-01]
 [ 2.05488997e-02]
 [ 5.40991051e-01]
 [ 8.91910087e-02]
 [ 3.94200185e-02]
 [ 4.98067642e-02]
 [ 3.49651736e-01]
 [ 5.74197894e-03]
 [ 7.77185067e-02]
 [-7.57176654e-02]
 [ 1.22753516e-01]
 [ 3.27748587e-01]
 [-3.99692886e-02]
 [ 5.33317447e-01]
 [ 3.94881546e-01]
 [ 8.98606346e-02]
 [ 3.75308148e-01]
 [ 4.27867697e-01]
 [ 6.55194867e-01]
 [ 5.96699884e-01]
 [ 4.19651299e-01]
 [ 1.85202643e-01]
 [ 3.49724478e-01]
 [ 6.20220151e-02]
 [-3.23458590e-01]
 [ 3.50236181e-03]
 [-3.87230609e-01]
 [ 3.07262309e-01]
 [ 4.81978329e-01]
 [ 2.83717622e-02]
 [ 8.30154680e-01]
 [-1.94065243e-02]
 [ 1.76962858e-01]
 [ 4.81978329e-01]
 [ 1.88834163e-01]
 [ 1.03521835e-01]
 [ 2.89596748e-01]
 [ 2.14030067e-01]
 [ 5.18130971e-01]
 [-7.13444674e-02]
 [ 1.69733382e-01]
 [ 9.41172379e-02]
 [ 3.72518167e-01]
 [ 2.11431255e-01]
 [ 1.69645330e-01]
 [ 2.00654529e-01]
 [ 3.05710878e-01]
 [ 9.19631661e-02]
 [ 3.72809183e-02]
 [ 2.96904284e-01]
 [-2.52440065e-03]
 [-6.03379092e-02]
 [ 1.88668657e-01]
 [ 2.49124522e-01]
 [ 2.45395522e-01]
 [ 1.63377028e-01]
 [-1.73084880e-01]
 [ 2.99883638e-01]
 [ 2.04571510e-01]
 [ 1.99659882e-01]
 [ 8.07404383e-01]
 [ 3.17337555e-01]
 [-1.18445593e-01]
 [ 4.97630475e-01]
 [ 2.31339386e-01]
 [ 5.22775209e-01]
 [ 7.81697518e-01]
 [ 3.61695311e-01]
 [ 1.69383577e-01]
 [ 4.11374042e-01]
 [ 3.12098898e-01]
 [-5.80423410e-01]
 [-1.34400832e-01]
 [-4.88024800e-01]
 [ 1.17044522e-01]
 [ 3.13269384e-02]
 [-1.41461497e-02]
 [ 5.78994654e-01]
 [ 2.54962095e-01]
 [ 6.45495172e-02]
 [ 6.45495172e-02]
 [ 6.45495172e-02]
 [ 6.45495172e-02]
 [ 3.00181758e-01]
 [ 1.25613656e-01]
 [ 5.00181726e-01]
 [ 6.61758528e-01]
 [ 1.82724353e-02]
 [ 7.57529169e-01]
 [ 3.06100088e-01]
 [ 4.13127601e-01]
 [ 1.71053509e-01]
 [ 4.87035016e-01]
 [ 1.01978115e-01]
 [-1.27325565e-01]
 [ 2.82549098e-01]
 [ 9.07195709e-02]
 [ 3.36302889e-01]
 [-6.04160038e-02]
 [ 1.89889881e-01]
 [-1.88001036e-01]
 [-7.42037428e-02]
 [ 2.55489878e-01]
 [ 3.55284110e-02]
 [ 3.44604618e-02]
 [ 6.61728636e-01]
 [ 5.64607501e-02]
 [ 6.72076300e-01]
 [ 1.98927421e-01]
 [ 4.63676946e-01]
 [ 4.31134694e-01]
 [ 4.15343893e-01]
 [ 3.26800548e-01]
 [ 4.31486666e-01]
 [ 5.46013122e-02]
 [ 4.43735952e-02]
 [ 8.18490573e-01]
 [ 3.57504005e-02]
 [ 4.44072587e-02]
 [ 6.26646765e-01]
 [-2.90888896e-03]
 [-7.89599017e-02]
 [ 2.74229551e-01]
 [ 3.37236709e-01]
 [ 4.83128253e-01]
 [ 2.47746172e-01]
 [ 4.56022298e-01]
 [ 3.82997969e-01]
 [ 1.06314288e-01]
 [ 3.56871154e-01]
 [-8.93807752e-02]
 [ 3.56442773e-02]
 [ 3.22964945e-01]
 [ 5.22029598e-02]
 [ 2.06205402e-01]
 [ 2.42986880e-02]
 [-1.85571759e-01]
 [ 5.30798207e-02]
 [ 9.64136237e-02]
 [-1.92975728e-01]
 [ 9.46032811e-02]
 [ 4.54080644e-02]
 [-1.07951178e-01]
 [ 4.14394856e-01]
 [-2.75379484e-03]
 [ 1.14714790e-01]
 [ 2.14781664e-01]
 [ 3.44801005e-01]
 [ 3.14973629e-01]
 [ 1.01334170e-01]
 [ 1.78910969e-02]
 [ 4.79178619e-02]
 [ 3.99288717e-02]
 [ 2.39235931e-01]
 [ 3.98372806e-01]
 [ 4.66473513e-01]
 [-7.49177488e-02]
 [ 8.14120070e-02]
 [ 3.00999684e-02]
 [ 2.22240352e-01]
 [ 4.83521132e-01]
 [ 4.08557047e-01]
 [ 4.56066054e-01]
 [ 1.74232642e-01]
 [-1.31523716e-01]
 [-1.31523716e-01]
 [-1.31523716e-01]
 [ 1.95264367e-02]
 [ 4.67996808e-01]
 [ 3.04116584e-01]
 [ 5.79345574e-02]
 [ 3.44348085e-01]
 [ 5.33126511e-01]
 [ 1.43653302e-01]
 [ 1.61170251e-01]
 [ 2.70603414e-01]
 [ 2.53202802e-01]
 [ 1.11317495e-01]
 [ 1.82781192e-01]
 [ 4.94168039e-02]
 [ 6.86570791e-01]
 [ 4.32942344e-02]
 [ 5.96080821e-01]
 [ 3.82444222e-02]
 [ 2.77354761e-01]
 [ 1.47753820e-01]
 [ 7.04847493e-01]
 [ 8.42393057e-02]
 [-6.12257497e-02]
 [ 6.67824337e-01]
 [ 4.99129271e-01]
 [ 1.69579092e-01]
 [ 3.21554973e-01]
 [ 4.52495001e-01]
 [ 5.13310139e-01]
 [-4.56352397e-03]
 [ 4.59676810e-01]
 [ 2.80367428e-02]
 [-2.19756012e-02]
 [-4.19609368e-02]
 [ 2.07463510e-02]
 [ 1.31548724e-01]
 [ 1.38581959e-01]
 [ 3.97450123e-01]
 [ 5.00184229e-01]
 [ 4.86218340e-02]
 [-1.71627734e-02]
 [ 4.55781145e-01]
 [ 5.16524582e-01]
 [ 3.65178884e-01]
 [ 3.63066988e-01]
 [ 3.06487407e-01]
 [ 1.91081235e-01]
 [ 2.98867873e-01]
 [ 2.34705047e-01]
 [ 1.15176732e-01]
 [ 3.22569727e-01]
 [-4.04767803e-02]
 [ 5.75653486e-01]
 [ 4.37654778e-02]
 [ 3.34865366e-01]
 [ 6.12208577e-01]
 [ 7.39486046e-01]
 [ 4.50217406e-01]
 [ 8.26963319e-01]
 [ 6.88403391e-01]
 [-2.37045170e-01]
 [-1.05216618e-02]
 [ 3.49619689e-01]
 [ 8.38177293e-01]
 [-3.58602222e-01]
 [ 2.75706223e-01]
 [-1.76375448e-01]
 [ 2.56681908e-04]
 [ 1.32277572e-01]
 [ 9.49687830e-02]
 [ 2.80576748e-01]
 [-2.94473647e-01]
 [-1.02518551e-01]
 [-4.15919523e-02]
 [ 8.26999402e-02]
 [ 3.38349311e-01]
 [ 2.05858330e-01]
 [ 5.21653651e-02]
 [-2.28822068e-01]
 [-2.85034340e-02]
 [ 2.89168368e-01]
 [ 1.94239355e-02]
 [ 1.12739999e-01]
 [ 1.23423162e-01]
 [ 3.01255260e-01]
 [ 1.92724481e-01]
 [ 3.90836768e-01]
 [ 4.12038476e-01]
 [ 2.18049155e-01]
 [-1.76214365e-03]
 [ 8.01518422e-02]
 [ 4.14215310e-01]
 [ 6.35172210e-02]
 [-1.21695522e-01]
 [ 8.75341803e-03]
 [ 4.30447710e-01]
 [ 1.19292070e-01]
 [ 7.54472367e-01]
 [ 2.50517976e-01]
 [ 1.13670482e-01]
 [ 4.10777247e-02]
 [-4.19013488e-02]
 [ 2.92477192e-01]
 [ 6.94233076e-01]
 [ 8.38060333e-01]
 [ 2.22855678e-01]
 [ 2.22818968e-01]
 [ 4.47527112e-01]
 [ 6.33545383e-02]
 [ 1.63203729e-02]
 [-1.70947822e-01]
 [ 4.32528883e-02]
 [ 7.34977945e-01]
 [ 2.12029116e-01]
 [ 1.51924515e-01]
 [ 3.65308184e-01]
 [-3.00659114e-02]
 [ 3.64009735e-01]
 [ 6.36377589e-01]
 [ 1.55388459e-01]
 [ 9.50983790e-02]
 [ 2.30739056e-02]
 [-5.99240009e-02]
 [ 6.40507433e-01]
 [ 6.37545209e-01]
 [ 6.22386815e-01]
 [ 6.30456497e-01]
 [ 2.00002735e-02]
 [ 2.79442109e-01]
 [ 6.08084389e-01]
 [ 2.96632914e-01]
 [ 4.20359809e-01]
 [ 4.54821357e-01]
 [-2.27516192e-02]
 [ 5.28151587e-01]
 [ 4.08119810e-01]
 [-4.62474456e-03]
 [-2.14015988e-01]
 [ 5.52694893e-01]
 [-2.14015988e-01]
 [ 4.76778089e-01]
 [-1.48230549e-02]
 [ 7.34795185e-01]
 [ 8.68361128e-01]
 [ 4.44573375e-01]
 [ 4.09564908e-02]
 [-1.20429218e-02]
 [ 3.70052130e-01]
 [ 1.72613954e-01]
 [ 4.28341923e-01]
 [-5.28412589e-02]
 [-5.40474448e-01]
 [ 4.57694650e-01]
 [ 2.12899301e-01]
 [ 5.28598276e-01]
 [ 2.84923732e-01]
 [ 1.10763087e-01]
 [ 3.92202631e-01]
 [ 7.59909794e-02]
 [ 4.30085972e-01]
 [ 6.14554404e-02]
 [ 5.17981276e-02]
 [-2.10410412e-01]
 [ 5.83228142e-01]
 [ 4.68894158e-01]
 [ 9.76292151e-03]
 [ 6.89506732e-01]
 [-1.68005079e-01]
 [-1.94033944e-01]
 [ 4.90463104e-01]
 [ 2.52501937e-01]
 [ 1.99339630e-01]
 [ 6.26772597e-01]
 [ 4.36505807e-02]
 [-7.93594231e-02]
 [ 7.65491155e-01]
 [ 1.12729480e-01]
 [ 3.09457131e-01]
 [ 2.41573504e-01]
 [ 4.46872862e-01]
 [ 4.63742219e-01]
 [-1.12951397e-01]
 [ 6.91253354e-01]
 [ 8.67506306e-02]
 [ 1.84731268e-01]
 [ 4.62388550e-01]
 [ 1.23771082e-01]
 [ 2.97156350e-01]
 [ 9.34594256e-02]
 [ 6.08230341e-01]
 [ 5.29888127e-01]
 [ 3.98372806e-01]
 [ 4.65437502e-02]
 [ 6.87283411e-01]
 [ 4.24316476e-01]
 [ 6.10554927e-01]
