[[ 7.41047337e-01]
 [ 1.44666686e-01]
 [ 3.62611172e-01]
 [-2.08316045e-02]
 [ 4.44648531e-01]
 [-5.96991926e-03]
 [ 3.41187224e-01]
 [-9.09254802e-02]
 [ 2.52900156e-01]
 [ 3.70255234e-02]
 [ 3.10691303e-01]
 [ 2.51349580e-03]
 [-6.68847323e-02]
 [ 5.90477971e-02]
 [ 2.10934929e-01]
 [ 5.46582439e-01]
 [ 7.54039106e-01]
 [ 5.77283411e-01]
 [ 6.29647165e-01]
 [ 1.92447870e-01]
 [-2.39815753e-01]
 [-7.01270169e-02]
 [ 3.64202327e-01]
 [ 4.51118872e-01]
 [ 9.17465482e-02]
 [ 4.53628212e-01]
 [ 6.44439608e-02]
 [ 5.80138592e-02]
 [ 3.05421352e-01]
 [ 3.97229262e-01]
 [ 2.95857646e-01]
 [ 1.00870746e-01]
 [ 2.42961055e-01]
 [ 6.02261908e-03]
 [ 2.59881487e-01]
 [ 2.15472652e-01]
 [-2.55458150e-02]
 [ 2.15676090e-01]
 [ 5.71037849e-01]
 [ 2.11944313e-01]
 [ 8.36922013e-02]
 [ 6.02899652e-01]
 [ 7.02468937e-01]
 [ 1.90043813e-01]
 [ 1.35603925e-01]
 [ 6.55286925e-01]
 [ 2.47380130e-02]
 [ 6.74282667e-02]
 [ 2.88101380e-01]
 [ 3.05102924e-01]
 [ 6.10214396e-01]
 [ 3.98593088e-01]
 [ 3.07888161e-01]
 [ 8.61601308e-02]
 [-2.06666557e-02]
 [-5.46618130e-02]
 [ 1.99400261e-02]
 [-8.45063850e-03]
 [ 8.96525749e-02]
 [ 5.46310730e-01]
 [ 5.31976195e-02]
 [-5.99650909e-01]
 [ 6.54298314e-01]
 [ 6.02899652e-01]
 [ 2.85242120e-01]
 [ 7.10317242e-01]
 [ 1.81329431e-01]
 [-3.60700591e-02]
 [-3.75089165e-01]
 [ 7.03651646e-01]
 [ 2.05625811e-01]
 [ 1.31530842e-01]
 [ 9.00208149e-02]
 [ 3.26927720e-01]
 [-8.87228026e-02]
 [ 6.13530398e-02]
 [ 1.24010460e-01]
 [ 1.79954100e-01]
 [ 2.20231832e-01]
 [ 3.08045080e-01]
 [ 7.51525369e-02]
 [ 1.72241749e-01]
 [ 6.18069445e-01]
 [ 1.96226509e-01]
 [ 1.15127375e-01]
 [ 5.05160976e-01]
 [ 1.43152077e-01]
 [ 2.53183613e-01]
 [-1.98481131e-01]
 [-1.64428851e-01]
 [ 3.56173367e-01]
 [-1.24641551e-01]
 [ 2.28844629e-01]
 [ 3.53930151e-01]
 [ 2.42101462e-01]
 [-3.47568607e-02]
 [ 4.58428859e-01]
 [ 5.96157917e-01]
 [ 5.58178545e-01]
 [ 6.98233623e-01]
 [ 6.66636659e-01]
 [ 2.12063327e-01]
 [ 5.55431657e-03]
 [ 6.55728366e-01]
 [ 6.30145531e-01]
 [-1.11767851e-01]
 [ 1.26185872e-01]
 [-3.03529509e-01]
 [ 1.57069976e-01]
 [ 1.57069976e-01]
 [ 1.71312663e-01]
 [ 1.82455666e-02]
 [ 6.15777475e-01]
 [-8.45063850e-03]
 [-1.82580196e-01]
 [ 2.21434233e-01]
 [ 3.01986331e-01]
 [ 6.14718780e-01]
 [ 6.46077259e-01]
 [ 8.33031818e-01]
 [ 8.16712511e-01]
 [ 6.22329375e-01]
 [-2.21451114e-01]
 [ 5.67593204e-01]
 [ 6.29153195e-01]
 [ 7.98764005e-02]
 [ 5.08662555e-01]
 [-8.38416256e-03]
 [ 2.52360035e-01]
 [ 6.77995329e-01]
 [ 2.75833593e-01]
 [ 2.17837982e-01]
 [ 2.37106006e-01]
 [ 5.41300472e-01]
 [ 4.45959031e-01]
 [ 6.03830125e-01]
 [ 3.56280663e-01]
 [ 1.33388452e-02]
 [ 2.49966803e-01]
 [ 6.86731372e-01]
 [ 3.59640894e-02]
 [ 2.54959449e-01]
 [ 3.60443257e-02]
 [ 8.23101735e-01]
 [ 6.04172220e-01]
 [ 1.69640196e-01]
 [ 1.88983091e-01]
 [-6.04123063e-03]
 [ 5.75099727e-02]
 [ 3.88372590e-01]
 [-3.65461316e-03]
 [ 4.78918801e-01]
 [-1.04493230e-01]
 [-6.95539163e-02]
 [ 1.60416542e-01]
 [ 6.64321178e-02]
 [ 3.67817837e-01]
 [-3.56120333e-01]
 [-1.09517835e-01]
 [-4.61355490e-02]
 [-4.33090937e-01]
 [ 5.56264229e-01]
 [ 5.96227599e-02]
 [ 5.96776207e-02]
 [ 2.17602374e-01]
 [ 5.80545980e-01]
 [ 6.56360330e-01]
 [ 2.35208858e-01]
 [ 6.60531894e-01]
 [ 3.55558239e-01]
 [ 1.02408269e-01]
 [ 3.08998758e-01]
 [ 6.56107695e-01]
 [-1.53763613e-01]
 [ 7.24408767e-02]
 [ 1.44007770e-01]
 [ 1.00307895e-01]
 [ 6.11396255e-01]
 [ 1.64370740e-01]
 [ 8.57728022e-01]
 [ 6.24451488e-01]
 [ 4.55887220e-02]
 [ 6.47519897e-02]
 [ 4.42952361e-01]
 [ 1.50654560e-01]
 [ 2.98111624e-01]
 [ 8.96583665e-02]
 [ 1.79335913e-02]
 [ 4.77611865e-01]
 [-1.73701071e-02]
 [ 3.74121753e-01]
 [ 5.96686800e-01]
 [ 3.79055738e-03]
 [ 1.05903550e-01]
 [ 2.28954066e-01]
 [ 2.23466363e-02]
 [ 9.85187709e-02]
 [-7.61044165e-02]
 [ 3.49534977e-01]
 [-1.57563686e-02]
 [-4.42589615e-02]
 [-2.41337455e-03]
 [ 6.02567981e-02]
 [ 1.80257243e-01]
 [ 2.21093838e-01]
 [ 6.22182991e-02]
 [ 2.27185182e-01]
 [ 8.19448558e-02]
 [ 1.08265602e-01]
 [ 3.97269221e-02]
 [ 6.57023679e-01]
 [ 6.02261908e-03]
 [-3.65461316e-03]
 [ 5.32128787e-01]
 [-1.25428832e-01]
 [ 4.43089139e-01]
 [ 1.58819492e-01]
 [-4.24299575e-03]
 [-2.68116111e-01]
 [-2.61873176e-01]
 [-6.93077606e-01]
 [ 6.37887652e-01]
 [ 8.04356863e-02]
 [-8.98335798e-02]
 [ 2.81737528e-01]
 [-1.83171875e-01]
 [ 5.94522942e-01]
 [ 4.41895229e-01]
 [ 5.60452223e-01]
 [ 6.61258134e-01]
 [ 4.02296700e-01]
 [ 2.17060269e-01]
 [ 5.93276729e-01]
 [-6.72699438e-01]
 [ 3.32361625e-01]
 [-6.42337534e-02]
 [ 1.94879383e-01]
 [ 6.88521843e-02]
 [ 2.66824604e-01]
 [ 6.71501984e-01]
 [ 3.35836753e-01]
 [ 6.04254220e-01]
 [ 1.01282388e-01]
 [ 2.83854823e-01]
 [ 3.33397359e-01]
 [-1.85925972e-01]
 [ 6.44085236e-01]
 [ 2.54253198e-01]
 [ 4.15858114e-01]
 [ 5.20581885e-01]
 [ 2.21142694e-02]
 [ 1.88371856e-01]
 [ 2.65622738e-01]
 [ 6.31934011e-01]
 [ 3.59986934e-01]
 [ 5.72655207e-02]
 [ 7.38396253e-02]
 [ 6.12893692e-01]
 [ 3.89133675e-01]
 [ 6.55222025e-01]
 [ 1.18141470e-01]
 [ 8.21698555e-01]
 [ 8.84152879e-02]
 [ 6.17337659e-01]
 [ 8.25519087e-01]
 [-4.10536357e-02]
 [ 4.26399500e-02]
 [ 2.62220428e-01]
 [ 2.59569062e-01]
 [-2.85140364e-02]
 [ 1.78565848e-01]
 [ 3.47602075e-01]
 [ 8.15531891e-03]
 [ 7.96516723e-02]
 [ 1.01282388e-01]
 [-9.41598136e-03]
 [ 2.62220428e-01]
 [ 6.93222880e-03]
 [ 6.29101810e-01]
 [ 2.94459962e-01]
 [ 6.90672283e-01]
 [ 1.93535822e-01]
 [ 1.21861462e-01]
 [ 2.56319477e-01]
 [ 3.80571233e-02]
 [ 1.80156596e-01]
 [-6.67675662e-01]
 [ 5.83381385e-01]
 [-4.53533803e-01]
 [ 6.69845947e-01]
 [ 3.04425856e-01]
 [ 2.69338898e-01]
 [ 2.02312243e-01]
 [ 6.93281776e-01]
 [ 4.91573976e-01]
 [ 2.29735053e-01]
 [ 1.91504184e-02]
 [ 6.37262673e-01]
 [-1.07617211e-02]
 [ 9.02147391e-02]
 [ 6.18578685e-01]
 [ 2.06985838e-01]
 [ 1.04823764e-01]
 [ 2.41323179e-01]
 [ 4.14557341e-02]
 [ 3.05031184e-01]
 [ 8.37447410e-01]
 [ 8.37447410e-01]
 [ 9.28813332e-01]
 [ 1.81418993e-02]
 [ 5.86799000e-01]
 [ 2.53496439e-01]
 [ 6.14301892e-01]
 [-3.66379843e-01]
 [-9.51868901e-02]
 [ 5.95795537e-01]
 [ 5.02844588e-01]
 [ 5.13894543e-01]
 [ 5.21299490e-01]
 [-3.50390906e-02]
 [ 3.02408559e-01]
 [ 4.53329077e-01]
 [ 3.43453116e-01]
 [ 5.18141028e-01]
 [ 6.82529110e-01]
 [-3.58468282e-01]
 [ 4.75436148e-01]
 [ 4.20812027e-01]
 [ 3.42974782e-01]
 [-5.91948761e-01]
 [ 2.84611361e-01]
 [ 6.59449559e-01]
 [ 6.28465590e-01]
 [ 3.85091193e-02]
 [ 6.30131867e-01]
 [ 5.05478109e-01]
 [ 5.05478109e-01]
 [-1.14401840e-02]
 [ 4.01321290e-01]
 [ 6.23600760e-02]
 [ 2.37818580e-01]
 [ 9.55496577e-01]
 [ 1.15938978e-01]
 [ 1.17283835e-01]
 [ 6.39953028e-01]
 [-5.68593508e-02]
 [-2.06132344e-01]
 [ 1.14975385e-02]
 [-2.17660246e-02]
 [ 3.39171673e-01]
 [-8.36252908e-02]
 [ 2.67835765e-01]
 [ 1.24431258e-01]
 [ 2.32207426e-01]
 [-1.36455984e-01]
 [ 1.08550508e-01]
 [ 2.21638010e-01]
 [ 4.56065714e-01]
 [ 4.40545101e-03]
 [ 7.81426514e-02]
 [ 1.23484867e-01]
 [ 3.02271659e-01]
 [ 6.63099267e-01]
 [ 5.12828411e-01]
 [-6.93953789e-02]
 [ 3.93864282e-01]
 [ 2.29625670e-01]
 [-2.27871713e-01]
 [-2.45588310e-02]
 [ 1.70772330e-01]
 [ 4.71682948e-01]
 [-9.76848360e-02]
 [ 5.69648286e-01]
 [ 1.01791788e-01]
 [-8.21255916e-02]
 [ 2.73314245e-01]
 [ 6.46023622e-01]
 [ 7.18131365e-01]
 [ 9.10050778e-02]
 [ 4.28185370e-02]
 [ 1.76480791e-01]
 [ 6.28053383e-01]
 [ 3.74659217e-01]
 [ 1.41084477e-01]
 [ 3.65585585e-01]
 [ 2.11890365e-01]
 [ 4.41786503e-01]
 [ 1.18785818e-02]
 [ 2.79206267e-01]
 [ 3.41272076e-01]
 [ 3.32097393e-02]
 [ 2.26183286e-01]
 [ 2.82166380e-01]
 [ 2.72132709e-01]
 [ 7.58514576e-01]
 [ 6.68048071e-01]
 [ 2.56760905e-01]
 [ 4.96095348e-01]
 [-1.87678856e-01]
 [-7.47313732e-02]
 [-1.69873803e-01]
 [ 7.88232336e-02]
 [-2.54096309e-02]
 [ 6.58780875e-01]
 [ 2.51772867e-01]
 [ 1.04435638e-01]
 [-2.89948498e-01]
 [ 2.94784207e-01]
 [ 4.03699607e-01]
 [ 3.12765599e-02]
 [ 3.18155597e-01]
 [-6.90745794e-01]
 [ 1.43009155e-01]
 [ 3.86833500e-01]
 [ 1.46110983e-01]
 [ 1.57599570e-02]
 [ 6.44151120e-01]
 [ 1.98875896e-01]
 [ 5.16891793e-02]
 [ 2.18644302e-01]
 [ 1.27384255e-01]
 [ 2.49448631e-01]
 [-2.29182876e-01]
 [ 5.20727473e-01]
 [ 6.20813380e-01]
 [ 8.29265476e-01]
 [ 1.13803667e-01]
 [ 1.11116889e-02]
 [-5.14252127e-01]
 [-2.05181221e-01]
 [ 2.33053439e-01]
 [ 3.12236894e-01]
 [-8.98240320e-03]
 [ 8.46474999e-01]
 [ 6.10557968e-01]
 [ 6.10466460e-02]
 [ 4.37348814e-01]
 [ 2.91497706e-01]
 [ 3.07600361e-01]
 [ 3.08704797e-01]
 [ 1.81282924e-01]
 [ 9.12415041e-02]
 [-8.45063850e-03]
 [ 2.72996908e-01]
 [ 2.26776333e-01]
 [ 1.36433012e-01]
 [ 1.69127016e-01]
 [ 6.67864026e-01]
 [ 6.28461250e-01]
 [ 3.78015758e-01]
 [ 3.87251150e-01]
 [-2.57539755e-01]
 [ 6.14468501e-01]
 [-3.30562275e-01]
 [-1.47975092e-01]
 [ 2.27982771e-01]
 [ 5.86362538e-01]
 [ 2.14469638e-01]
 [ 1.13958733e-01]
 [ 2.10539564e-01]
 [-7.21121156e-02]
 [ 4.24993312e-01]
 [ 4.46854589e-01]
 [ 7.83341597e-01]
 [ 5.30823026e-01]
 [ 2.41546811e-01]
 [ 6.04715458e-01]
 [ 6.89930974e-01]
 [-5.50239123e-02]
 [-6.29450595e-02]
 [-1.02314254e-01]
 [ 5.28118830e-01]
 [-4.58327141e-02]
 [ 8.78349412e-02]
 [ 1.08843387e-01]
 [ 1.76000557e-01]
 [ 1.08843387e-01]
 [ 3.29585425e-01]
 [ 1.08843387e-01]
 [ 6.35509880e-02]
 [ 3.58462384e-01]
 [ 1.13031784e-01]
 [ 6.22787080e-01]
 [-1.02693727e-01]
 [ 3.82800639e-02]
 [ 6.90672283e-01]
 [ 2.94459962e-01]
 [ 6.90672283e-01]
 [ 1.93535822e-01]
 [ 1.21861462e-01]
 [ 2.56319477e-01]
 [ 3.80571233e-02]
 [ 2.29735053e-01]
 [ 2.85242120e-01]
 [ 1.81329431e-01]
 [-3.60700591e-02]
 [-3.75089165e-01]
 [ 2.05625812e-01]
 [ 7.78846805e-01]
 [ 6.59569315e-01]
 [ 1.99744214e-01]
 [ 2.06985838e-01]
 [ 2.37461446e-01]
 [ 4.15926861e-01]
 [ 2.06971001e-02]
 [ 7.41166564e-01]
 [ 1.59216020e-03]
 [ 5.80213229e-01]
 [ 3.27155804e-01]
 [ 4.04121168e-02]
 [ 8.12255383e-01]
 [ 3.87530018e-01]
 [-1.55517310e-01]
 [ 7.06747505e-01]
 [ 3.86134337e-01]
 [-3.51932207e-02]
 [ 1.03496239e-02]
 [ 1.07455921e-01]
 [ 3.95094997e-01]
 [ 3.58769196e-02]
 [ 5.82947566e-01]
 [-1.09229707e-01]
 [ 4.56568348e-01]
 [ 5.70529513e-03]
 [ 1.58686515e-01]
 [ 2.98506406e-01]
 [ 1.93613249e-01]
 [ 4.76696010e-01]
 [ 4.43350462e-01]
 [-8.45063850e-03]
 [ 1.27671077e-01]
 [ 2.34279059e-01]
 [ 5.93064402e-01]
 [ 5.75049659e-01]
 [ 4.49435212e-01]
 [ 1.20421876e-01]
 [ 4.37816700e-01]
 [ 2.54027431e-01]
 [ 6.63481034e-01]
 [ 5.67388516e-02]
 [ 6.28960382e-01]
 [ 5.14444991e-01]
 [ 2.15949906e-01]
 [-2.47093755e-01]
 [ 1.80969513e-01]
 [-2.75127838e-02]
 [ 3.43002057e-01]
 [ 6.28196925e-01]
 [ 2.47543378e-01]
 [ 2.17000065e-01]
 [ 2.69696916e-01]
 [ 5.53074365e-01]
 [ 2.49745656e-01]
 [-2.41339594e-01]
 [ 4.53186536e-01]
 [ 3.66637624e-01]
 [-7.86405059e-01]
 [ 3.15381338e-01]
 [ 2.23475516e-01]
 [-1.07617211e-02]
 [ 5.85482146e-01]
 [ 2.91962727e-01]
 [-4.30108262e-02]
 [-5.34871425e-02]
 [ 2.74401132e-02]
 [-3.62050566e-01]
 [ 1.62521219e-02]
 [-5.56224650e-02]
 [ 6.10159573e-01]
 [ 3.41965093e-02]
 [-8.45063850e-03]
 [ 2.77063001e-01]
 [-7.93783274e-03]
 [-2.12733411e-01]
 [ 1.95962463e-01]
 [ 6.47260915e-01]
 [-1.36262123e-02]
 [ 6.28176928e-01]
 [ 5.39176166e-03]
 [ 2.99720182e-01]
 [ 2.33395676e-01]
 [ 3.94201587e-01]
 [ 6.90672283e-01]
 [ 1.27709632e-01]
 [ 2.66320145e-01]
 [ 6.52154404e-01]
 [ 4.70312893e-01]
 [ 1.66418551e-01]
 [ 3.88399938e-01]
 [ 4.62389274e-01]
 [-1.86622384e-01]
 [-4.17256358e-02]
 [ 3.56032395e-01]
 [ 5.48784435e-03]
 [-4.41111438e-03]
 [ 6.54410723e-01]
 [ 3.05426949e-01]
 [ 1.47383153e-02]
 [-3.19119692e-02]
 [ 3.04093399e-01]
 [-1.61558595e-01]
 [ 2.40178457e-01]
 [ 9.61564463e-02]
 [ 8.10219743e-02]
 [-6.98382426e-02]
 [ 3.78839805e-01]
 [ 1.25019068e-01]
 [ 1.67097961e-01]
 [ 8.76587752e-02]
 [-2.97488785e-02]
 [ 1.04673021e-01]
 [ 2.58404672e-01]
 [ 2.85963664e-01]
 [ 2.92813097e-01]
 [ 4.62583111e-01]
 [ 5.60848566e-01]
 [-2.76210408e-01]
 [ 6.76302584e-01]
 [ 8.73778716e-02]
 [ 3.62018413e-01]
 [ 5.98506117e-01]
 [ 3.78473841e-01]
 [ 1.27709632e-01]
 [-1.37184320e-01]
 [ 9.18428106e-02]
 [ 1.01634445e-01]
 [-8.85022413e-02]
 [ 1.89026840e-01]
 [ 2.58588611e-01]
 [ 6.37078999e-02]
 [ 6.80447333e-02]
 [ 1.70970785e-01]
 [-1.36262123e-02]
 [ 5.14052877e-01]
 [ 2.07146656e-01]
 [ 3.23229431e-01]
 [ 4.93921265e-01]
 [ 2.65645024e-01]
 [ 3.28859016e-02]
 [ 2.84592786e-01]
 [ 7.74175395e-01]
 [ 2.44783202e-01]
 [ 2.36603839e-01]
 [ 2.36603839e-01]
 [ 2.36603839e-01]
 [ 9.87277633e-01]
 [ 2.19175521e-01]
 [ 2.47335195e-01]
 [-1.16439856e-01]
 [ 1.34691223e-01]
 [ 6.14366768e-02]
 [ 5.24189339e-02]
 [ 6.06694947e-01]
 [ 7.22453045e-03]
 [-4.43255102e-02]
 [ 8.77167527e-02]
 [ 5.29094898e-01]
 [-5.96513352e-02]
 [ 9.07820398e-02]
 [-9.55960927e-02]
 [-1.74607806e-01]
 [ 4.29534434e-01]
 [-3.81979473e-01]
 [ 3.48999399e-01]
 [ 5.02566787e-01]
 [ 2.95405422e-01]
 [ 1.14418634e-01]
 [ 3.50963875e-01]
 [ 8.40759728e-01]
 [ 6.13539493e-01]
 [ 6.18472338e-01]
 [-2.27144826e-02]
 [ 5.09628473e-01]
 [-6.90803118e-03]
 [-3.35431648e-02]
 [-3.42429675e-01]
 [-4.62133741e-01]
 [ 3.86209527e-01]
 [ 5.98576373e-01]
 [-8.38630714e-02]
 [ 5.98547800e-02]
 [ 1.13705845e-01]
 [ 2.27171034e-02]
 [ 5.98576373e-01]
 [ 2.12665408e-01]
 [ 9.80551804e-02]
 [ 2.10611023e-01]
 [ 1.70801051e-01]
 [ 6.97931719e-01]
 [-2.12857588e-02]
 [ 1.19952762e-01]
 [ 5.82428762e-01]
 [ 4.00012663e-01]
 [-1.72293816e-02]
 [ 1.76654407e-01]
 [-1.45447915e-01]
 [ 2.17914337e-01]
 [-1.83572643e-01]
 [-1.36262123e-02]
 [ 1.75921831e-01]
 [-9.53021105e-02]
 [ 7.88625632e-02]
 [ 1.80734664e-01]
 [ 1.24709236e-01]
 [ 2.66515274e-01]
 [ 6.50518839e-02]
 [ 4.71081110e-02]
 [ 3.82511313e-01]
 [ 1.11566043e-01]
 [ 2.26473575e-01]
 [ 8.86158898e-01]
 [ 5.33539825e-01]
 [ 1.36629336e-01]
 [ 6.01596117e-01]
 [ 2.73890757e-01]
 [ 5.69835712e-01]
 [ 4.62404212e-01]
 [ 3.28486712e-01]
 [-2.43460818e-02]
 [ 3.64114948e-01]
 [ 1.39267299e-01]
 [-3.49195639e-02]
 [ 3.56294196e-02]
 [ 1.86871027e-01]
 [-8.43956126e-02]
 [ 1.42003858e-01]
 [ 1.38633444e-01]
 [ 6.03263577e-01]
 [ 2.37370638e-01]
 [ 1.08578740e-01]
 [ 1.08578740e-01]
 [ 1.08578740e-01]
 [ 1.08578740e-01]
 [ 9.10532768e-02]
 [ 5.80712426e-02]
 [ 6.34157754e-01]
 [ 8.47274310e-01]
 [ 1.87599527e-01]
 [ 5.22839693e-01]
 [ 1.12842274e-01]
 [ 4.95825082e-01]
 [ 2.46347026e-01]
 [ 5.49815400e-01]
 [-1.73701071e-02]
 [-4.35963878e-03]
 [ 1.49766349e-01]
 [ 1.15808369e-01]
 [ 1.95076940e-01]
 [ 1.02566584e-01]
 [ 9.07989245e-02]
 [-1.60290221e-01]
 [ 7.20556085e-02]
 [ 1.27437493e-01]
 [ 7.38396253e-02]
 [ 3.09872786e-02]
 [ 8.12255383e-01]
 [ 1.93498867e-01]
 [ 8.95240471e-01]
 [ 2.42076677e-01]
 [ 3.86165844e-02]
 [ 2.97094081e-01]
 [ 2.21796777e-01]
 [ 2.16009366e-01]
 [ 3.29045339e-01]
 [ 1.94864871e-01]
 [-4.34835842e-02]
 [ 1.33193524e-01]
 [-2.41669752e-02]
 [-5.96991926e-03]
 [ 7.91301709e-01]
 [-2.13017594e-03]
 [-1.38185333e-02]
 [ 2.54943838e-01]
 [ 3.20922721e-01]
 [ 2.53354221e-01]
 [-4.04888038e-02]
 [ 6.62304595e-01]
 [ 3.71292294e-01]
 [-1.93964766e-01]
 [ 4.81302904e-01]
 [-1.41633827e-01]
 [ 3.63098793e-02]
 [ 4.73903366e-01]
 [ 5.78475343e-02]
 [ 2.56497017e-01]
 [ 2.83141197e-01]
 [-3.95565076e-01]
 [ 1.19062569e-02]
 [ 3.10124389e-02]
 [-4.43595434e-02]
 [ 2.52345572e-01]
 [ 1.44419914e-01]
 [-1.31719386e-01]
 [ 5.68033281e-01]
 [-3.95874958e-02]
 [ 1.11026514e-01]
 [-7.97594958e-02]
 [ 2.18684596e-01]
 [ 3.78191152e-01]
 [ 3.32271066e-02]
 [-4.77935839e-03]
 [ 1.22221438e-02]
 [-5.58465160e-03]
 [-4.78466136e-02]
 [ 6.90672283e-01]
 [ 2.50369072e-01]
 [-1.07617211e-02]
 [ 2.18507245e-01]
 [ 9.53208440e-02]
 [ 2.40668393e-01]
 [ 7.16583652e-01]
 [ 4.84826677e-01]
 [ 4.40188116e-01]
 [ 3.39852842e-01]
 [ 3.28859016e-02]
 [ 3.28859016e-02]
 [ 3.28859016e-02]
 [ 7.97469616e-02]
 [ 6.22434496e-01]
 [ 3.14966623e-01]
 [ 6.39196011e-02]
 [ 2.93559786e-01]
 [ 6.28039199e-01]
 [ 1.07378688e-02]
 [ 2.16699148e-01]
 [ 3.07787719e-01]
 [ 2.44366923e-01]
 [ 9.63672320e-02]
 [ 2.55238186e-01]
 [-8.16854797e-02]
 [ 5.08443491e-01]
 [ 3.89611108e-01]
 [ 6.97157494e-01]
 [ 5.21543119e-02]
 [ 1.14106408e-01]
 [ 7.13690028e-02]
 [ 5.30823026e-01]
 [-2.34523085e-02]
 [ 2.48907654e-01]
 [ 1.49021985e-01]
 [ 7.64485525e-01]
 [ 3.32074941e-01]
 [ 2.15858620e-01]
 [ 3.66671146e-01]
 [ 6.07825566e-01]
 [-2.16955127e-01]
 [ 3.27124427e-01]
 [ 2.68469160e-02]
 [ 1.91573590e-01]
 [-1.18957323e-01]
 [ 1.21828634e-03]
 [ 1.78477224e-02]
 [ 3.29276004e-01]
 [ 5.82088859e-01]
 [ 6.44729636e-01]
 [-5.08383298e-02]
 [ 7.30144791e-04]
 [ 6.19769365e-01]
 [ 7.40342289e-01]
 [ 3.72463815e-01]
 [ 2.42839872e-01]
 [ 2.75649150e-01]
 [ 1.66474615e-01]
 [ 5.23307388e-01]
 [ 2.93671835e-01]
 [ 1.86622345e-01]
 [-2.48386457e-01]
 [-2.68753209e-01]
 [ 3.29777307e-01]
 [-3.90245095e-02]
 [ 8.53131892e-02]
 [ 6.67192502e-01]
 [ 6.58883003e-01]
 [ 3.37170973e-01]
 [ 5.05705727e-02]
 [ 8.44930105e-01]
 [-1.47179247e-01]
 [-2.26411252e-01]
 [ 3.72056103e-01]
 [ 1.14979319e-02]
 [-1.23302399e-01]
 [ 3.54610216e-01]
 [ 2.00670343e-02]
 [-3.59142960e-02]
 [-2.39947361e-02]
 [ 1.13224098e-01]
 [ 3.04372788e-01]
 [-1.96405000e-01]
 [ 1.00241005e-02]
 [ 3.06957625e-02]
 [-6.03216803e-02]
 [ 3.20377954e-01]
 [ 1.15210154e-01]
 [ 1.95420389e-01]
 [-2.22538370e-02]
 [ 2.06982367e-01]
 [-4.00577702e-01]
 [ 1.01120975e-01]
 [ 1.57504312e-01]
 [ 1.94850807e-01]
 [ 1.43459739e-01]
 [-3.82611651e-01]
 [ 4.07256049e-01]
 [ 6.00834013e-01]
 [ 2.46654251e-01]
 [ 4.25918863e-01]
 [ 2.02297043e-01]
 [ 4.66998399e-01]
 [ 2.15453665e-01]
 [-6.00627318e-02]
 [ 2.81023967e-01]
 [ 5.70531850e-01]
 [-6.05993140e-02]
 [ 5.44915111e-01]
 [ 2.34838786e-01]
 [-1.01021665e-02]
 [-9.41598136e-03]
 [-2.93236994e-03]
 [ 5.66840959e-01]
 [ 5.85727098e-01]
 [ 1.27583299e+00]
 [ 3.34406656e-01]
 [ 2.31012906e-01]
 [ 3.19656337e-01]
 [ 2.39213571e-01]
 [ 2.24883012e-02]
 [-3.85751656e-01]
 [-5.73451258e-03]
 [ 2.17164184e-01]
 [ 2.31500231e-02]
 [ 7.91624635e-02]
 [ 5.63323221e-01]
 [-1.53465001e-01]
 [ 3.98148410e-01]
 [ 5.59467042e-01]
 [ 2.97611317e-01]
 [ 3.79055738e-03]
 [ 3.05548031e-02]
 [-2.09430288e-01]
 [ 6.79140217e-01]
 [ 6.13199175e-01]
 [ 6.62213334e-01]
 [ 7.95422459e-01]
 [ 2.36226696e-02]
 [ 1.47491327e-01]
 [ 6.54917421e-01]
 [ 3.11881296e-01]
 [ 4.44674553e-01]
 [ 6.36174779e-01]
 [-1.88016108e-01]
 [ 6.85157933e-01]
 [ 3.13486164e-01]
 [ 3.91250271e-02]
 [-1.15610957e-01]
 [ 6.94043366e-01]
 [-1.15610957e-01]
 [ 6.01445104e-01]
 [ 7.19174894e-02]
 [ 6.84297207e-01]
 [ 6.14711942e-01]
 [ 5.78716257e-01]
 [ 1.75812714e-01]
 [ 1.17010719e-01]
 [ 3.28520630e-01]
 [-6.26912029e-02]
 [ 6.25210012e-01]
 [ 5.52775128e-02]
 [ 2.04064933e-01]
 [ 1.73499388e-01]
 [ 1.41943642e-01]
 [ 6.84511335e-01]
 [ 3.87356104e-01]
 [-2.41692761e-01]
 [ 3.98357821e-01]
 [ 7.23383427e-02]
 [ 6.37864099e-01]
 [ 1.71853308e-01]
 [-1.58530042e-01]
 [ 2.39083849e-01]
 [ 7.31503662e-01]
 [ 4.46698443e-01]
 [ 2.97633493e-01]
 [ 7.85328305e-01]
 [-8.72450639e-02]
 [-4.80192865e-02]
 [ 3.50664792e-01]
 [ 1.95341203e-01]
 [ 2.50183048e-01]
 [ 8.19516371e-01]
 [ 1.97339724e-01]
 [ 1.62193862e-01]
 [ 4.98950498e-01]
 [ 1.69318704e-01]
 [ 3.58139058e-01]
 [ 2.98881440e-01]
 [ 6.06126228e-01]
 [ 3.11666372e-01]
 [-1.15694866e-01]
 [-6.92701066e-02]
 [-4.91141989e-02]
 [ 1.29866463e-01]
 [ 6.55447067e-01]
 [-7.15213656e-02]
 [ 2.48932514e-01]
 [ 3.72735783e-04]
 [ 3.60770761e-01]
 [ 4.34288259e-01]
 [ 6.90672283e-01]
 [ 1.14266498e-01]
 [ 8.49584273e-01]
 [ 5.59331225e-01]
 [ 6.25092550e-01]
 [ 6.71124207e-01]
 [ 6.76258306e-03]
