[[ 8.65643376e-01]
 [ 5.30783836e-02]
 [-2.68617621e-02]
 [ 3.18622297e-01]
 [ 2.37755495e-01]
 [ 2.34194536e-01]
 [-1.53027688e-01]
 [-1.48893105e-02]
 [-1.55163947e-01]
 [-8.26936565e-02]
 [-7.82476188e-02]
 [-1.49899621e-01]
 [-1.01982627e-01]
 [-2.01300121e-01]
 [-6.89655840e-02]
 [-1.55163947e-01]
 [ 3.06056339e-01]
 [-1.25531185e-01]
 [ 1.12562885e-01]
 [ 1.62401308e-01]
 [ 5.51958267e-02]
 [-4.65338833e-01]
 [ 5.40449777e-02]
 [-2.55162912e-01]
 [ 4.86490663e-01]
 [ 2.51302012e-01]
 [-4.83823107e-02]
 [-1.90648881e-02]
 [ 2.52501766e-02]
 [-1.51568547e-03]
 [ 2.53564633e-01]
 [ 7.03533836e-02]
 [ 1.42767336e-01]
 [ 4.53811186e-01]
 [ 4.11008988e-01]
 [ 5.26932786e-02]
 [ 4.34064552e-01]
 [ 4.46323592e-02]
 [ 5.05138404e-02]
 [ 7.03533836e-02]
 [ 1.47134555e-01]
 [ 1.47134555e-01]
 [ 6.35961704e-02]
 [ 6.78080500e-02]
 [ 4.79133435e-02]
 [ 2.50271155e-02]
 [ 7.69991074e-01]
 [ 2.60225733e-01]
 [ 4.74427253e-01]
 [ 3.33817783e-01]
 [ 2.72964652e-01]
 [ 2.40391586e-01]
 [ 1.59212218e-01]
 [ 3.20351910e-01]
 [ 5.37291075e-01]
 [ 8.09982620e-02]
 [ 2.94997835e-03]
 [ 5.93074685e-02]
 [ 3.38165210e-01]
 [ 7.57375002e-02]
 [ 1.87421077e-01]
 [ 1.82864176e-01]
 [-6.90671748e-02]
 [ 9.09028786e-02]
 [ 3.37020200e-02]
 [ 2.29170318e-01]
 [-2.32647913e-01]
 [ 1.68797969e-02]
 [-2.73042054e-02]
 [-5.20498672e-02]
 [ 5.95843218e-02]
 [ 3.32148217e-02]
 [ 2.21422072e-01]
 [ 2.23474384e-01]
 [-2.73042054e-02]
 [ 2.02671039e-01]
 [ 7.95114242e-02]
 [ 4.68355040e-02]
 [ 2.10976761e-01]
 [ 1.04882987e-01]
 [ 3.23851019e-02]
 [ 2.31036216e-01]
 [ 3.53832015e-01]
 [ 1.33959501e-01]
 [ 2.28547882e-01]
 [-2.28608171e-02]
 [ 4.97543830e-01]
 [ 4.94274871e-02]
 [ 1.50796814e-01]
 [ 1.02111836e-01]
 [-2.07530736e-01]
 [-1.57506717e-01]
 [ 3.29302069e-01]
 [ 2.34826163e-02]
 [-1.47081115e-01]
 [ 2.90948133e-01]
 [ 2.66838678e-01]
 [-8.09734652e-03]
 [ 4.12840717e-01]
 [ 2.57463932e-02]
 [ 1.37809497e-01]
 [ 1.94936082e-02]
 [ 1.77586027e-01]
 [ 1.30827996e-01]
 [ 1.55948720e-01]
 [ 1.57421090e-01]
 [-3.09146997e-02]
 [ 3.78314424e-02]
 [ 5.24327010e-02]
 [ 1.26417577e-01]
 [ 1.73641647e-01]
 [ 1.11815809e-01]
 [-2.28608171e-02]
 [ 3.34409395e-01]
 [ 3.01866166e-03]
 [ 1.18168049e+00]
 [ 1.18168049e+00]
 [ 5.10173169e-01]
 [-2.93706171e-03]
 [ 2.42295371e-01]
 [ 9.38377226e-02]
 [-8.54043858e-02]
 [ 5.76989445e-02]
 [ 6.71673912e-02]
 [ 1.25463014e-01]
 [ 8.32864447e-02]
 [-8.63346847e-02]
 [ 1.98637333e-01]
 [-9.10612187e-02]
 [ 5.32643487e-01]
 [-9.93441288e-03]
 [ 2.66658461e-01]
 [ 3.39481172e-01]
 [ 1.30865256e-01]
 [ 1.55358262e-01]
 [-6.80132516e-02]
 [ 2.98908298e-02]
 [ 1.94066983e-01]
 [ 7.03533836e-02]
 [ 5.78026464e-01]
 [-1.09357956e-01]
 [-5.64170627e-02]
 [ 4.51167417e-01]
 [-4.86022745e-02]
 [ 2.48468862e-01]
 [ 1.89643992e-01]
 [ 3.93016817e-02]
 [ 1.65025726e-01]
 [ 4.71356315e-01]
 [ 6.25282886e-01]
 [ 3.56410510e-01]
 [-1.56158208e-03]
 [ 3.45311197e-01]
 [ 6.80821801e-01]
 [ 1.64662072e-01]
 [ 1.40801297e-02]
 [-6.11017895e-01]
 [ 3.65765779e-01]
 [ 7.17218804e-02]
 [-1.53087590e-01]
 [-1.06711429e-01]
 [ 5.59084018e-02]
 [ 5.68642078e-02]
 [ 3.88364041e-02]
 [ 2.20337807e-02]
 [ 4.65892093e-02]
 [ 5.14274441e-01]
 [ 6.09018685e-02]
 [ 5.78455904e-02]
 [ 2.67365708e-01]
 [-8.25754674e-02]
 [ 1.31655379e-01]
 [ 3.95891250e-02]
 [-2.79866877e-01]
 [ 1.36419241e-01]
 [-8.80981111e-02]
 [ 8.14012354e-02]
 [ 4.12079878e-03]
 [ 1.29606965e-01]
 [ 4.37165889e-01]
 [ 1.58963671e-01]
 [ 2.25079376e-01]
 [-2.59496704e-01]
 [ 1.04572005e-01]
 [-2.27425628e-01]
 [-1.65834948e-01]
 [ 7.03533836e-02]
 [ 1.04572005e-01]
 [ 8.76143078e-02]
 [-4.94267809e-02]
 [-4.94267809e-02]
 [-2.92397220e-02]
 [ 8.33814759e-02]
 [ 1.31994165e-01]
 [ 1.47344187e-01]
 [ 1.91995148e-01]
 [ 2.81358996e-01]
 [ 1.95359405e-01]
 [-2.53944820e-01]
 [ 2.29314508e-01]
 [ 1.04572005e-01]
 [-1.25038571e-02]
 [ 1.26326270e-01]
 [-2.28608171e-02]
 [-1.21475672e-03]
 [-1.07411188e-01]
 [ 2.21106033e-02]
 [ 3.32654300e-02]
 [ 2.32061144e-01]
 [-2.55445146e-01]
 [-1.42063183e-02]
 [ 1.88379360e-01]
 [ 7.35210356e-01]
 [ 4.54691137e-02]
 [ 3.77469410e-01]
 [ 3.91602305e-01]
 [-2.73042054e-02]
 [ 1.28453463e-01]
 [-9.28202068e-02]
 [ 1.29609127e-01]
 [ 2.55529515e-01]
 [ 2.27634280e-01]
 [ 2.09964640e-01]
 [ 1.34995213e-01]
 [ 1.19774689e-01]
 [ 4.61258888e-02]
 [ 2.12539861e-02]
 [-7.11301295e-02]
 [ 1.82169190e-01]
 [-2.08376246e-02]
 [-2.13640443e-01]
 [ 5.24309171e-01]
 [-2.48423627e-03]
 [ 1.62014308e-01]
 [ 6.79139078e-02]
 [-2.14976146e-01]
 [ 1.28549477e-01]
 [ 2.17378213e-03]
 [ 3.93603332e-01]
 [-7.35963135e-02]
 [ 4.09754820e-01]
 [ 6.33871500e-02]
 [ 5.56993962e-02]
 [ 5.02445267e-02]
 [ 1.40211297e-02]
 [ 3.80576488e-01]
 [ 1.40211297e-02]
 [-5.47736374e-02]
 [ 9.75443487e-02]
 [-1.42599742e-01]
 [ 7.03533836e-02]
 [ 1.76863695e-01]
 [ 1.82287219e-01]
 [ 6.52376044e-01]
 [ 1.40211297e-02]
 [ 1.40211297e-02]
 [ 8.10685954e-02]
 [ 1.66584587e-01]
 [ 1.01385030e-01]
 [ 5.37265692e-02]
 [ 1.03182404e-01]
 [-1.22757729e-01]
 [ 4.36701629e-01]
 [-4.38728927e-02]
 [ 1.90480821e-01]
 [-9.42514023e-02]
 [ 2.10339957e-01]
 [ 5.87200816e-02]
 [ 6.18711655e-02]
 [ 2.48397693e-01]
 [ 5.87200816e-02]
 [ 5.24759296e-02]
 [-1.39607583e-02]
 [ 2.52696414e-01]
 [-9.26480895e-02]
 [ 5.21832759e-01]
 [ 1.69004071e-01]
 [ 2.29170318e-01]
 [-2.35785895e-02]
 [ 9.54537430e-02]
 [ 4.88407842e-01]
 [ 1.76910601e-01]
 [ 8.46304863e-02]
 [-1.68169507e-01]
 [ 8.32864447e-02]
 [-1.74811135e-02]
 [ 3.46473946e-02]
 [-2.43418820e-02]
 [ 7.90744037e-02]
 [ 1.30292003e-01]
 [ 6.35742131e-02]
 [ 3.17825256e-01]
 [ 4.86896234e-01]
 [ 6.43225313e-02]
 [-1.68974042e-01]
 [ 6.19943649e-01]
 [ 5.50815792e-02]
 [ 3.30018396e-01]
 [ 2.17317324e-01]
 [ 3.45690224e-01]
 [-4.99880982e-02]
 [ 4.77400234e-01]
 [-3.45140165e-01]
 [ 1.35329378e-01]
 [ 2.90405303e-01]
 [ 2.63144505e-01]
 [ 2.09232614e-01]
 [ 1.10877153e-01]
 [-1.46880650e-02]
 [ 2.08316810e-02]
 [ 4.49757562e-01]
 [-1.22623698e-02]
 [ 3.74665314e-02]
 [ 5.75895173e-02]
 [-2.25110303e-01]
 [-1.63229381e-02]
 [-1.38015867e-02]
 [-6.12672464e-04]
 [ 1.25749619e-02]
 [-9.93512500e-02]
 [ 2.24284289e-01]
 [ 9.46930176e-02]
 [-1.71882678e-01]
 [-8.69885235e-02]
 [ 3.66270365e-01]
 [ 3.01381999e-01]
 [ 4.13010988e-01]
 [ 1.20370417e-02]
 [ 3.48105005e-01]
 [-1.07670162e-01]
 [-5.54658638e-02]
 [ 3.07136180e-02]
 [ 2.77542714e-03]
 [ 1.55446743e-01]
 [ 4.82016094e-02]
 [-1.67144038e-01]
 [ 4.56599136e-02]
 [-1.61855483e-01]
 [ 1.54893806e-01]
 [ 3.32168365e-01]
 [ 3.32168365e-01]
 [ 1.08359040e-01]
 [-1.28146252e-01]
 [ 2.02302316e-01]
 [ 1.73585363e-01]
 [ 2.20179310e-01]
 [ 1.89445305e-01]
 [ 1.78975224e-01]
 [ 6.09859727e-02]
 [ 1.64198266e-01]
 [ 4.12840717e-01]
 [-9.24674741e-02]
 [ 1.28170073e-01]
 [ 5.38586330e-01]
 [ 2.97740121e-01]
 [ 9.68264049e-02]
 [ 9.68264049e-02]
 [ 5.21901877e-02]
 [ 6.44819229e-01]
 [ 3.88928131e-01]
 [-1.28857489e-02]
 [-1.11793183e-01]
 [-2.73042054e-02]
 [-4.29227816e-02]
 [-1.60328521e-01]
 [ 1.43154167e-01]
 [ 2.35789866e-01]
 [ 3.74563365e-01]
 [ 1.52286128e-01]
 [ 1.46867752e-01]
 [ 1.27909693e-01]
 [ 1.74424937e-02]
 [ 3.64919474e-02]
 [ 8.55822829e-02]
 [ 1.14895884e-02]
 [-1.62178289e-01]
 [ 4.77413311e-02]
 [-1.38147876e-01]
 [ 7.03533836e-02]
 [ 1.33042722e-01]
 [ 3.54629721e-01]
 [ 2.33890883e-01]
 [ 2.63501250e-01]
 [ 3.65759520e-01]
 [-2.21749197e-02]
 [ 2.50777827e-01]
 [ 2.00792634e-01]
 [ 1.44134713e-01]
 [ 9.87559086e-02]
 [ 1.65048144e-01]
 [ 2.35094516e-01]
 [ 5.17832430e-01]
 [ 5.07627700e-02]
 [ 9.92154389e-02]
 [-2.69708653e-01]
 [ 1.08015743e-01]
 [-3.17400976e-01]
 [ 2.63231804e-01]
 [ 2.94503874e-01]
 [ 1.95970972e-01]
 [ 1.17989417e-01]
 [-3.29271390e-02]
 [-3.26125339e-02]
 [-1.47070344e-01]
 [-9.47586995e-02]
 [ 6.21956692e-02]
 [ 9.70533115e-02]
 [ 2.29170318e-01]
 [ 5.66833805e-02]
 [ 2.50013652e-02]
 [-4.19508078e-01]
 [ 3.46095713e-01]
 [ 1.14582302e-01]
 [ 2.83929966e-01]
 [ 2.36349706e-01]
 [ 9.09607775e-02]
 [ 2.04906312e-02]
 [ 7.03533836e-02]
 [-2.73042054e-02]
 [ 9.39437638e-02]
 [-5.08089375e-03]
 [ 4.02078862e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [ 7.03533836e-02]
 [-2.73042054e-02]
 [-5.42090115e-03]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-5.08089375e-03]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [ 7.03533836e-02]
 [ 1.73021812e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [ 7.03533836e-02]
 [ 1.15810831e-01]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [ 7.03533836e-02]
 [ 6.28256170e-03]
 [-2.73042054e-02]
 [-6.58206783e-02]
 [ 4.31816964e-03]
 [-2.73042054e-02]
 [-6.70108462e-02]
 [ 8.46355955e-02]
 [-2.73042054e-02]
 [ 7.03533836e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [ 7.03533836e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [ 4.31816964e-03]
 [-2.73042054e-02]
 [-1.81166856e-01]
 [ 7.03533836e-02]
 [-8.22493867e-02]
 [-1.48893105e-02]
 [-1.48893105e-02]
 [ 7.03533836e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-1.04517346e-01]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [ 7.62045786e-03]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-2.73042054e-02]
 [-9.11232524e-02]
 [-3.17598391e-02]
 [-1.57201958e-01]
 [-2.73042054e-02]
 [ 1.22468927e-02]
 [ 5.02920768e-01]
 [ 7.03533836e-02]
 [-1.88124096e-01]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [ 7.03533836e-02]
 [ 3.09515421e-02]
 [-4.34417674e-02]
 [ 2.30409189e-01]
 [ 3.38083291e-01]
 [-2.05444496e-02]
 [ 1.73933849e-01]
 [ 4.61715654e-01]
 [ 3.22327010e-01]
 [ 2.57463932e-02]
 [-1.64783512e-01]
 [-1.34476822e-03]
 [ 4.00004549e-02]
 [-3.28334563e-01]
 [-1.13226279e-01]
 [-1.93846280e-01]
 [ 4.01747163e-02]
 [ 3.27009556e-02]
 [ 4.67714756e-01]
 [ 2.36437061e-01]
 [ 1.28169631e-01]
 [-1.01075896e-01]
 [ 1.43280174e-01]
 [ 3.25156927e-01]
 [ 8.02181574e-02]
 [ 1.52861515e-01]
 [ 6.93913801e-02]
 [ 7.71907688e-02]
 [ 1.31152602e-01]
 [ 1.42880480e-01]
 [-4.31696281e-02]
 [ 1.86031330e-01]
 [ 7.03533836e-02]
 [ 8.09297506e-02]
 [ 1.55533690e-01]
 [ 6.56879796e-02]
 [ 1.08570556e-01]
 [-3.95439475e-01]
 [-2.08592742e-01]
 [ 9.55144086e-02]
 [ 1.87420655e-02]
 [ 4.34168005e-01]
 [ 1.97252599e-02]
 [ 2.76122522e-01]
 [-6.21581801e-02]
 [ 7.51731942e-02]
 [ 2.61653964e-01]
 [ 2.61653964e-01]
 [ 3.89932908e-01]
 [ 1.95875289e-01]
 [ 3.65170982e-01]
 [-1.60860184e-01]
 [ 1.78759102e-01]
 [-3.54617843e-02]
 [ 1.50075659e-01]
 [ 3.93160413e-02]
 [ 1.24577911e-01]
 [ 2.25677003e-02]
 [ 3.85894828e-02]
 [ 9.83648760e-02]
 [ 5.95843218e-02]
 [ 9.28647027e-02]
 [-5.33792469e-01]
 [-1.23784187e-01]
 [ 2.38895409e-01]
 [ 1.58599945e-01]
 [ 6.95997910e-02]
 [ 1.40211297e-02]
 [ 3.95129149e-01]
 [ 2.81418365e-01]
 [-2.12529242e-01]
 [-1.56674415e-02]
 [ 3.96122902e-01]
 [ 8.66858610e-02]
 [-3.27957340e-02]
 [ 4.43581250e-02]
 [ 1.41780340e-01]
 [ 2.29170318e-01]
 [ 7.03533836e-02]
 [-2.88036332e-02]
 [ 7.15011064e-02]
 [-1.97199100e-03]
 [ 6.67109511e-02]
 [ 4.80871328e-02]
 [ 1.78711263e-01]
 [-4.03593998e-02]
 [ 2.12563060e-01]
 [ 2.12892983e-01]
 [ 2.46469947e-01]
 [ 3.03528121e-01]
 [ 4.30235875e-02]
 [ 1.94575230e-01]
 [-4.51819857e-03]
 [-1.69521625e-01]
 [ 8.12398343e-02]
 [ 1.84501766e-01]
 [-4.66572349e-02]
 [ 1.29589682e-01]
 [ 1.95521630e-01]
 [ 1.60066086e-01]
 [-2.24598261e-02]
 [ 1.67771714e-01]
 [ 3.83487458e-01]
 [ 1.62970269e-01]
 [ 8.46878285e-02]
 [-4.02586266e-02]
 [ 3.00331491e-01]
 [ 1.56071177e-01]
 [ 1.52865383e-01]
 [ 2.54237150e-01]
 [ 4.43814075e-01]
 [ 2.63658377e-01]
 [ 1.01576764e-01]
 [ 5.92565648e-02]
 [ 1.95361725e-01]
 [ 4.82380188e-01]
 [ 3.93118727e-01]
 [ 2.54533884e-01]
 [ 1.74279095e-02]
 [-6.88921762e-02]
 [ 1.61000396e-01]
 [ 4.43626713e-01]
 [ 5.93091925e-01]
 [ 3.38212475e-01]
 [ 8.88554502e-02]
 [ 6.84063802e-02]
 [ 7.00378026e-02]
 [ 4.31816964e-03]
 [ 2.59981129e-01]
 [-1.13467916e-01]
 [ 1.34687185e-01]
 [ 9.77740564e-02]
 [-1.20969832e-04]
 [ 2.01927212e-01]
 [-2.75316832e-02]
 [ 1.80290310e-01]
 [ 1.38215568e-01]
 [-1.37003755e-01]
 [ 2.71013876e-01]
 [ 3.48405614e-01]
 [ 1.96176482e-02]
 [-1.67683026e-03]
 [-4.88375348e-02]
 [-2.09596422e-01]
 [ 1.70615367e-01]
 [ 8.41943717e-03]
 [ 1.60404605e-01]
 [ 6.93924793e-01]
 [ 1.08265815e-01]
 [ 1.58718596e-01]
 [ 3.69879742e-02]
 [-6.71335546e-02]
 [-6.00529294e-02]
 [ 6.66284197e-02]
 [ 1.30317685e-01]
 [ 6.93341054e-02]
 [-4.17410426e-01]
 [ 2.12651636e-02]
 [ 1.74276866e-01]
 [ 4.12836605e-01]
 [ 1.01945967e-01]
 [ 8.16683471e-02]
 [ 2.87811381e-01]
 [-1.80124061e-02]
 [ 4.99542897e-02]
 [ 2.07737037e-01]
 [ 6.10237951e-02]
 [-1.62729851e-01]
 [-7.91744049e-02]
 [ 7.53064919e-02]
 [ 2.35855848e-02]
 [ 1.11539647e-01]
 [-4.44149917e-02]
 [ 1.73396239e-01]
 [-1.35704806e-02]
 [ 6.51023717e-01]
 [ 2.79294092e-01]
 [ 1.08585107e-01]
 [ 1.29834862e-01]
 [ 6.16476836e-01]
 [ 2.62202819e-02]
 [ 9.63426722e-02]
 [-7.15691198e-02]
 [ 1.94645946e-01]
 [ 1.29478948e-01]
 [ 2.62361710e-02]
 [ 9.84582476e-02]
 [ 4.41763671e-02]
 [ 2.54080209e-01]
 [ 4.10832340e-02]
 [-3.23716684e-01]
 [-2.98595802e-02]
 [ 9.86070403e-02]
 [-1.77409279e-01]
 [ 1.18441720e-01]
 [ 5.15396304e-02]
 [ 3.58650822e-01]
 [ 1.73675155e-01]
 [ 5.64617602e-03]
 [ 8.46888705e-02]
 [ 1.70628693e-01]
 [ 6.60690627e-01]
 [-3.33523572e-02]
 [-2.06466479e-02]
 [ 5.11552867e-01]
 [ 3.64674708e-01]
 [ 4.91309987e-01]
 [ 2.00051925e-01]
 [ 4.51551765e-01]
 [ 2.76253690e-01]
 [ 1.03906639e-01]
 [ 6.01154554e-02]
 [ 2.33615646e-01]
 [ 2.56718112e-01]
 [ 1.03387137e-01]
 [ 2.17720695e-01]
 [ 2.57407644e-01]
 [ 2.48757225e-01]
 [ 2.29170318e-01]
 [ 2.55099436e-01]
 [ 9.65755687e-02]
 [ 1.61047570e-01]
 [ 1.87803101e-01]
 [-4.97825953e-02]
 [ 4.97543830e-01]
 [-6.09629255e-02]
 [ 4.01548210e-01]
 [-5.08089375e-03]
 [ 1.79478641e-01]
 [ 1.42688213e-01]
 [ 2.14756106e-01]
 [-2.57574760e-02]
 [ 2.69058021e-02]
 [ 2.53355709e-02]
 [ 2.19134194e-02]
 [ 2.68478766e-01]
 [ 3.64719274e-01]
 [ 2.74374845e-01]
 [ 3.19121336e-01]
 [ 1.09715714e-01]
 [ 4.09127235e-02]
 [ 1.39674881e-01]
 [ 6.23403942e-02]
 [ 1.51988449e-01]
 [ 1.93772752e-01]
 [ 2.23873803e-02]
 [-1.65297026e-01]
 [ 5.37981509e-02]
 [ 6.97193264e-02]
 [ 2.76303506e-02]
 [ 3.14019981e-01]
 [-2.42264524e-01]
 [ 7.39122206e-02]
 [ 8.15341392e-02]
 [ 1.83914434e-01]
 [ 2.50116536e-01]
 [ 3.46660305e-01]
 [-2.19822413e-01]
 [ 1.18496052e-01]
 [ 5.04676964e-02]
 [-1.92019629e-01]
 [-5.47691994e-02]
 [ 4.02023021e-01]
 [-1.63571493e-02]
 [ 2.01449889e-01]
 [ 1.04664244e-01]
 [ 2.92016984e-01]
 [ 4.23035998e-01]
 [ 9.35371014e-02]
 [ 4.05468749e-02]
 [-2.37722945e-03]
 [ 8.11943574e-02]
 [ 1.11240318e-02]
 [ 1.34716180e-01]
 [ 8.72811923e-02]
 [ 7.61228005e-02]
 [ 2.99885211e-01]
 [ 1.61552789e-01]
 [ 6.00804833e-02]
 [ 1.08834641e-01]
 [ 2.45012502e-02]
 [ 8.17073246e-01]
 [ 3.49004536e-02]
 [ 3.95006405e-01]
 [-1.22644632e-01]
 [ 3.49496622e-01]
 [ 2.31371221e-02]
 [ 4.28943410e-02]
 [-1.56756505e-02]
 [ 3.28259653e-02]
 [ 5.04963408e-03]
 [ 8.84124056e-02]
 [ 6.63827959e-02]
 [ 2.91670230e-01]
 [ 2.50778319e-03]
 [ 4.87494855e-01]
 [ 1.84732045e-01]
 [ 2.37969318e-01]
 [ 2.31606753e-01]
 [ 1.40211297e-02]
 [ 1.40211297e-02]
 [ 4.65103991e-01]
 [ 1.87677225e-02]
 [ 7.90551186e-02]
 [-2.21306389e-01]
 [ 1.82517688e-01]
 [ 2.89663633e-02]
 [-4.61446869e-02]
 [-6.69658733e-02]
 [ 5.63855201e-01]
 [ 4.76909193e-01]
 [ 1.41340318e-01]
 [-1.43443053e-01]
 [-2.73042054e-02]
 [-2.43249363e-01]
 [ 4.66647898e-02]
 [-2.77625738e-02]
 [ 1.77770553e-01]
 [ 5.23709043e-02]
 [ 1.58043647e-01]
 [ 2.95825528e-02]
 [ 6.10237951e-02]
 [ 2.94095855e-02]
 [ 2.20565714e-01]
 [ 2.96902614e-01]
 [-5.54802569e-02]
 [ 1.72554124e-01]
 [ 7.96739606e-02]
 [ 7.50413082e-02]
 [ 1.56328989e-01]
 [ 1.71831762e-01]
 [-2.74519660e-02]
 [-3.11981862e-02]
 [ 2.76175231e-01]
 [-1.05883472e-02]
 [ 7.24550993e-02]
 [-2.60275701e-01]
 [ 1.25361675e-01]
 [-5.09848501e-02]
 [ 7.28731529e-02]
 [ 2.79676924e-01]
 [ 6.98205691e-02]
 [ 5.42500582e-01]
 [ 1.45749084e-02]
 [-8.86446923e-02]
 [-8.96947975e-02]
 [-3.61894785e-03]
 [ 1.41823071e-01]
 [-1.76178635e-01]
 [ 5.37175907e-02]
 [ 3.72877753e-01]
 [-4.20725709e-02]
 [ 3.46793503e-01]
 [ 1.80585115e-01]
 [ 1.35990723e-01]
 [ 2.65371871e-01]
 [ 4.46743589e-03]
 [ 4.51769716e-02]
 [ 4.43887484e-01]
 [ 3.10132608e-02]
 [ 4.12340153e-04]
 [ 1.99319832e-01]
 [ 4.52655090e-02]
 [ 3.99405668e-02]
 [ 2.72816094e-01]
 [-1.93330856e-02]
 [ 1.85163416e-01]
 [ 1.21881443e-02]
 [ 1.55584011e-04]
 [ 9.40017233e-02]
 [ 2.32375226e-02]
 [ 3.78926917e-02]
 [ 2.82254681e-02]
 [ 9.52531696e-01]
 [ 1.17324236e-02]
 [ 4.45782473e-02]
 [ 5.62463933e-02]
 [-2.85141264e-02]
 [ 6.31585620e-02]
 [ 5.95928139e-02]
 [-9.47319351e-02]
 [ 9.37964301e-02]
 [ 1.64919992e-01]
 [ 5.81757512e-02]
 [ 3.44214244e-02]
 [ 8.31246307e-02]
 [ 1.20696765e-01]
 [ 3.66806610e-03]
 [-3.59125696e-02]
 [ 6.87746872e-02]
 [ 1.56085968e-02]
 [ 5.49657349e-02]
 [-2.70952722e-02]
 [ 1.47530596e-01]
 [-1.03316982e-02]
 [-1.85066212e-01]
 [-4.17440542e-02]
 [ 1.84083551e-01]
 [ 1.28830198e-01]
 [-6.92034885e-03]
 [ 1.07849048e-02]
 [ 1.17135204e-01]
 [ 5.30118309e-02]
 [ 5.35934807e-02]
 [ 2.64861292e-02]
 [ 2.97601410e-01]
 [-3.86310672e-02]
 [ 2.21966156e-01]
 [-5.59655829e-02]
 [-8.37466617e-02]
 [ 6.42272599e-02]
 [ 3.16302341e-02]
 [ 6.52256621e-02]
 [ 9.51236197e-02]
 [ 2.76292410e-01]
 [ 4.12776355e-02]
 [ 1.17991329e-01]
 [ 5.94039926e-02]
 [ 1.70039086e-01]
 [ 6.59642918e-02]
 [ 5.09201233e-02]
 [ 1.32781734e-01]
 [ 7.22475680e-02]
 [ 9.84733690e-02]
 [-1.38196901e-01]
 [ 2.59236053e-01]
 [ 4.00932178e-02]
 [ 4.25897083e-02]
 [ 1.58414998e-01]
 [ 1.48180734e-01]
 [ 6.04076827e-01]
 [ 8.10423981e-02]
 [ 4.39012442e-03]
 [ 2.25612589e-01]
 [-3.75610620e-02]
 [ 3.57181248e-01]
 [ 6.38341379e-02]
 [ 2.26208276e-02]
 [ 1.92020302e-01]
 [ 6.73231689e-02]
 [ 3.07923414e-01]
 [ 6.79622456e-01]
 [ 1.35729228e-01]
 [ 5.60255509e-02]
 [-3.54277488e-02]
 [ 4.76510945e-01]
 [ 6.26953366e-01]
 [ 3.01695786e-02]
 [-1.17092796e-01]
 [ 4.36211635e-02]
 [ 7.46858011e-02]
 [ 4.06638595e-01]
 [ 1.07502994e-01]
 [ 7.78245774e-03]
 [ 4.12577512e-02]
 [ 3.96833745e-02]
 [ 2.36502245e-01]
 [ 7.72303216e-02]
 [ 7.03533836e-02]
 [ 1.54860518e-01]
 [ 2.29890435e-01]
 [-3.95317073e-02]
 [ 2.92886230e-01]
 [ 1.11117406e-01]
 [ 4.60286094e-01]
 [ 3.01402956e-01]
 [ 2.10079380e-01]
 [ 1.75952664e-01]
 [ 1.20535033e-01]
 [ 3.45441856e-01]
 [ 3.62744850e-01]
 [ 2.30950471e-01]
 [ 1.91479647e-01]
 [ 1.86900311e-01]
 [ 2.91744071e-01]
 [ 8.00321522e-02]
 [ 1.61357901e-01]
 [ 1.21743151e-01]
 [ 2.23372162e-01]
 [ 2.06817114e-01]
 [ 2.36030586e-01]
 [ 3.18949082e-01]
 [ 2.78370510e-01]
 [ 3.37886073e-01]
 [ 2.48664230e-01]
 [ 1.93962448e-01]
 [ 3.55951475e-02]
 [ 3.21939874e-01]
 [ 1.87476632e-02]
 [ 3.33975084e-01]
 [ 2.63159952e-01]
 [ 1.34023925e-01]
